time(ms),x_accel,y_accel,z_accel
13382.964,0.593231,-1.61821,0.629623
13412.511,0.447632,-0.971756,0.422318
13442.058,0.176437,-0.545258,0.419373
13471.604,0.166046,-0.400894,0.345856
13501.149,0.236343,-0.273849,0.328964
13530.694,0.436188,-0.238907,0.304535
13560.237,0.28537,-0.235138,0.335754
13589.78,0.004562,-0.399948,0.45816
13619.324,0.123352,-0.791672,0.4776
13648.867,0.619705,-1.161423,0.833267
13678.412,-0.096939,-1.168671,1.106277
13707.956,-0.12558,-1.302505,0.128143
13737.501,-0.032181,-1.966263,-0.236053
13767.046,-0.095276,-1.709366,0.003723
13796.59,-0.029861,-1.172531,-0.036011
13826.135,-0.111328,-1.107819,0.098114
13855.682,-0.119019,-1.010788,0.126831
13885.227,-0.031006,-1.049408,0.089142
13914.772,-0.01503,-1.027847,0.226288
13944.317,-0.129013,-0.96199,0.170761
13973.859,-0.12648,-0.957901,0.150452
14003.402,-0.096603,-0.986618,0.188019
14032.943,-0.122955,-0.965103,0.184555
14062.486,-0.134476,-0.968689,0.217987
14092.031,0.083572,-0.959198,0.250229
14121.574,0.057571,-0.971237,0.304657
14151.115,-0.17067,-1.024216,0.251846
14180.661,-0.121429,-0.936234,0.24826
14210.206,-0.143066,-1.080444,0.341309
14239.752,0.633408,-1.343552,0.315628
14269.295,0.389893,-0.637268,0.595901
14298.834,-0.217865,-0.889725,0.482712
14328.378,0.106171,-0.575394,1.280045
14357.925,-1.03186,-3.043976,-2.121033
14387.467,0.486938,-0.812759,0.412125
14417.011,0.206009,-0.585236,0.449036
14446.557,0.291016,-0.470612,0.364792
14476.1,0.320114,-0.959839,0.717651
14505.638,0.075577,-1.582596,0.633591
14535.174,0.281769,-1.695648,0.551331
14564.723,0.510162,-1.157028,0.551056
14594.262,0.280731,-0.853592,0.486023
14623.806,0.08107,-0.56897,0.39061
14653.349,0.278839,-0.383514,0.287308
14682.898,0.368851,-0.431335,0.265381
14712.434,0.388489,-0.252716,0.245544
14741.983,0.161804,-0.336121,0.233017
14771.527,0.184753,-0.506165,0.776718
14801.07,0.369766,-0.818359,0.610916
14830.612,0.387512,-1.231369,0.819931
14860.157,-0.064743,-1.19133,0.726822
14889.696,-0.036407,-1.510162,-0.11821
14919.244,-0.222015,-1.865631,-0.293991
14948.787,-0.222855,-1.647751,0.096375
14978.33,-0.005295,-1.144974,0.084854
15007.873,-0.01564,-1.086533,0.188705
15037.415,-0.121414,-1.075455,0.250778
15066.951,-0.014587,-0.962036,0.170776
15096.497,0.054367,-1.012756,0.253708
15126.04,0.012482,-0.976318,0.178375
15155.584,-0.114777,-0.97728,0.167084
15185.127,-0.148468,-0.935242,0.10881
15214.67,-0.169495,-0.963104,0.067093
15244.21,-0.119415,-1.000168,0.078964
15273.758,-0.094437,-1.00148,0.131287
15303.3,-0.108582,-0.879684,0.257126
15332.843,-0.086395,-0.970078,0.223267
15362.385,-0.318558,-1.023865,0.302765
15391.927,-0.221649,-0.849976,0.268677
15421.462,0.316833,-1.374756,0.456726
15451.016,0.814346,-1.316391,0.421326
15480.56,0.802399,0.051468,0.755646
15510.039,-0.472641,-0.629974,0.237823
15539.583,-0.740524,-3.602127,-0.911163
15569.127,0.298401,-0.830582,0.51738
15598.673,0.450851,-0.475143,0.382629
15628.219,0.390274,-0.656677,0.323914
15657.765,0.136475,-0.923752,0.566193
15687.312,-0.051956,-1.304825,0.59082
15716.858,0.404587,-1.807053,0.413559
15746.404,0.296555,-1.372559,0.570633
15775.946,0.235092,-0.872192,0.459671
15805.493,0.21463,-0.555679,0.392502
15835.037,0.299622,-0.383362,0.264191
15864.581,0.378265,-0.440643,0.24292
15894.125,0.24234,-0.150024,0.304825
15923.669,0.009552,-0.281937,0.324738
15953.215,0.188309,-0.535995,0.717636
15982.757,0.422104,-0.728195,0.684708
16012.3,0.491745,-1.29039,0.925369
16041.845,-0.034225,-1.107574,0.858246
16071.39,-0.153091,-1.430511,0
16100.931,-0.234283,-2.102753,-0.24942
16130.476,-0.116379,-1.505936,-0.12381
16160.021,0.134506,-1.172607,-0.002213
16189.565,0.041962,-1.123932,0.243332
16219.106,-0.121338,-0.989624,0.191986
16248.65,-0.046371,-0.928543,0.132523
16278.193,0.03006,-0.956451,0.184158
16307.734,0.004868,-0.964981,0.189774
16337.278,-0.007141,-0.986328,0.21106
16366.821,-0.081848,-0.982544,0.187073
16396.361,-0.110779,-0.968826,0.167892
16425.908,-0.170502,-0.967041,0.175751
16455.449,-0.12233,-0.992035,0.168884
16484.992,0.039917,-0.95433,0.244644
16514.536,-0.134766,-0.973526,0.278061
16544.08,-0.026077,-1.039001,0.146713
16573.624,0.046188,-0.952591,0.162048
16603.168,0.118652,-1.238953,0.34613
16632.709,0.345596,-1.055374,0.306793
16662.262,0.293274,-0.455322,0.586365
16691.808,-0.4086,-1.254684,0.294205
16721.354,0.165924,-1.251755,0.803391
16750.899,-0.460724,-1.664444,-1.052551
16780.443,0.397446,-0.851685,0.474274
16809.982,0.096756,-0.502914,0.429428
16839.53,0.421173,-0.719223,0.391693
16869.073,0.228241,-1.434067,0.5896
16898.616,0.001236,-1.456085,0.547119
16928.157,0.331345,-1.481888,0.474701
16957.701,0.298035,-1.043274,0.433044
16987.239,0.101624,-0.733963,0.374191
17016.782,0.295288,-0.489685,0.274719
17046.32,0.261337,-0.422577,0.216156
17075.86,0.388382,-0.298874,0.236038
17105.401,0.164413,-0.316193,0.300125
17134.943,0.090286,-0.468246,0.561676
17164.485,0.183578,-0.509018,0.542297
17194.035,0.313889,-0.870361,0.706985
17223.581,0.261108,-1.339325,0.90123
17253.123,0.015991,-1.04718,0.551056
17282.665,-0.20015,-1.536087,-0.243225
17312.206,-0.352524,-1.664505,-0.190567
17341.745,-0.361053,-1.68071,0.240631
17371.292,0.203033,-1.149078,0.047806
17400.837,0.109406,-1.104553,0.11203
17430.378,0.052689,-1.043518,0.257187
17459.921,-0.051392,-0.962372,0.135681
17489.464,-0.170334,-0.986069,0.17865
17519.002,-0.063339,-0.938919,0.121185
17548.552,-0.093872,-0.969482,0.19957
17578.1,-0.127747,-0.932755,0.200867
17607.643,-0.088318,-0.953537,0.157898
17637.191,-0.056488,-0.982391,0.151718
17666.735,-0.169373,-0.92012,0.202728
17696.277,-0.199661,-0.987183,0.194641
17725.826,-0.005386,-0.939224,0.221237
17755.371,-0.114517,-0.997513,0.186432
17784.914,-0.287598,-1.014191,0.150375
17814.458,-0.239944,-0.883911,0.215073
17844.004,0.111862,-1.181702,0.261215
17873.548,0.350189,-1.216217,0.351303
17903.094,0.540955,-0.407425,0.53212
17932.638,-0.135574,-1.283112,0.05249
17962.183,-0.293091,-1.284515,1.109589
17991.726,-0.327133,-1.561707,-0.828186
18021.268,0.265793,-0.711365,0.431763
18050.81,0.410965,-0.483093,0.368484
18080.354,0.608902,-0.802612,0.527328
18109.895,0.041901,-1.397263,0.604263
18139.437,0.117752,-1.654938,0.617722
18168.979,0.278885,-1.32135,0.463043
18198.52,0.301041,-0.97435,0.441055
18228.062,0.174606,-0.626999,0.44191
18257.602,0.19072,-0.534134,0.348587
18287.132,0.281113,-0.443253,0.306625
18316.689,0.301788,-0.547867,0.310425
18346.231,0.232681,-0.482147,0.266113
18375.772,0.14006,-0.417053,0.271317
18405.314,0.024185,-0.688965,0.263794
18434.856,0.310944,-0.79776,0.526321
18464.401,0.328049,-1.131805,0.879837
18493.944,-0.187927,-1.108765,0.563873
18523.486,0.214218,-1.530655,-0.018753
18553.03,-0.022369,-1.558899,-0.171722
18582.573,-0.225922,-1.657104,0.227905
18612.116,0.029419,-1.130127,0.267227
18641.656,0.060013,-1.072861,0.245056
18671.201,-0.055328,-1.036636,0.240433
18700.743,-0.025253,-0.913422,0.141968
18730.286,-0.072327,-0.943924,0.17482
18759.828,0.042618,-0.978394,0.220886
18789.368,-0.026642,-0.997971,0.161026
18818.912,-0.134995,-0.955292,0.124084
18848.45,-0.30928,-0.907303,0.127304
