time(ms),x_accel,y_accel,z_accel
12909.225,-0.133362,-0.914932,0.257584
12938.763,-0.092148,-0.916824,0.294403
12968.303,-0.109726,-0.919495,0.21759
12997.841,-0.038208,-0.913254,0.276154
13027.382,-0.080261,-0.939957,0.192001
13056.922,-0.061783,-0.920319,0.283752
13086.461,-0.049713,-0.895706,0.353043
13116,-0.017426,-0.906784,0.360321
13145.54,0.058914,-0.886398,0.413574
13175.08,0.092178,-0.906754,0.404022
13204.62,0.220963,-0.93988,0.458191
13234.158,0.273956,-0.893402,0.422348
13263.698,0.252823,-0.942703,0.405548
13293.237,0.10321,-0.912094,0.524658
13322.776,0.265182,-0.871628,0.508865
13352.314,0.388412,-0.967239,0.487122
13381.854,0.190582,-0.783493,0.564407
13411.392,0.082809,-1.032516,0.534653
13440.931,0.299179,-1.080643,0.542328
13470.473,0.406967,-0.192581,0.290237
13500.01,0.469101,-0.710632,0.825089
13529.544,-0.129623,-0.869751,-0.3638
13559.086,0.100052,-7.231018,2.344589
13588.624,0.118896,-0.165909,0.248154
13618.16,0.187531,-0.289948,0.222534
13647.699,0.275452,-0.389328,0.360779
13677.24,0.275879,-0.490814,0.490295
13706.777,0.283936,-0.564987,0.559265
13736.319,0.303909,-0.620972,0.571182
13765.861,0.311768,-0.625427,0.560806
13795.402,0.364426,-0.580597,0.462799
13824.941,0.309464,-0.560944,0.364227
13854.481,0.216858,-0.474777,0.32486
13884.018,0.178284,-0.48877,0.286545
13913.561,0.177917,-0.514877,0.276337
13943.1,0.217743,-0.539352,0.26445
13972.64,0.251114,-0.649826,0.290909
14002.18,0.296753,-0.769089,0.30983
14031.717,0.347351,-0.88266,0.361343
14061.252,0.229416,-1.080292,0.482025
14090.794,0.065552,-1.273682,0.542862
14120.335,0.388474,-1.480774,0.456924
14149.876,0.455978,-1.563568,0.382507
14179.416,-0.268417,-1.354706,0.333801
14208.954,-0.260132,-1.265518,0.004349
14238.475,0.159637,-1.158539,-0.17215
14268.032,-0.178772,-1.00177,-0.060074
14297.544,-0.196381,-1.057343,-0.00824
14327.106,-0.138031,-0.990936,0.02742
14356.644,-0.110199,-0.981339,0.05658
14386.181,-0.056091,-0.971909,0.114853
14415.697,-0.042755,-0.997681,0.126083
14445.263,0.025009,-0.997513,0.128738
14474.803,0.029343,-0.997742,0.156891
14504.346,-0.017227,-0.997101,0.14856
14533.889,0.001389,-1.008331,0.127335
14563.429,-0.031113,-0.998169,0.133347
14592.97,-0.018143,-1.010071,0.135498
14622.511,-0.105209,-0.970703,0.082794
14652.05,-0.304031,-0.880096,0.110321
14681.594,-0.397888,-0.944839,-0.020691
14711.136,-0.115524,-1.067398,-0.063995
14740.682,0.24057,-0.92041,0.129211
14770.225,-0.122437,-1.325943,-0.470657
14799.769,-0.039017,-1.410736,-0.197052
14829.312,0.300278,-0.681946,0.874451
14858.855,0.530136,-0.934143,0.536713
14888.398,1.005707,-1.092346,0.637482
14917.939,0.660324,-0.870117,0.838272
14947.477,0.342606,-0.585556,0.835907
14977.016,0.179764,-0.413742,0.659164
15006.558,0.333176,-0.477844,0.491135
15036.096,0.524292,-0.500473,0.391602
15065.64,0.439835,-0.504822,0.430359
15095.181,0.104996,-0.475342,0.407669
15124.722,-0.00293,-0.67244,0.44812
15154.262,0.337219,-0.775681,0.914017
15183.806,0.116943,-1.006546,0.552994
15213.348,0.112976,-1.256714,0.171906
15242.887,0.14743,-1.2285,0.025162
15272.429,0.181305,-1.20845,-0.082596
15301.968,0.199753,-1.258057,0.119278
15331.508,-0.015717,-1.259064,0.280518
15361.048,-0.105133,-1.143356,0.300858
15390.589,-0.004974,-1.027374,0.284317
15420.128,-0.030899,-0.972397,0.293259
15449.669,-0.0896,-0.950439,0.241776
15479.208,-0.096146,-0.944809,0.183701
15508.747,-0.085052,-0.934021,0.177704
15538.285,-0.073792,-0.963287,0.177155
15567.824,-0.112091,-0.962799,0.168152
15597.366,-0.106766,-0.95845,0.132538
15626.907,-0.061996,-0.978333,0.156204
15656.448,-0.083786,-0.968155,0.17688
15685.99,-0.113266,-0.957413,0.137741
15715.535,-0.188232,-0.956604,0.099075
15745.077,-0.195953,-0.955444,0.097015
15774.62,-0.122391,-0.977325,0.050644
15804.158,-0.205276,-0.948898,0.045013
15833.705,-0.368011,-0.960022,0.102859
15863.25,-0.160248,-1.01326,0.070877
15892.79,0.097336,-1.035919,0.052399
15922.33,-0.170151,-0.860687,0.179138
15951.871,-0.884995,-0.930984,0.300385
15981.409,-0.139359,-0.901367,0.041931
16010.956,0.916763,-1.350433,-0.622849
16040.499,-0.046188,-0.893555,1.079391
16070.043,-0.792038,-1.974564,-0.46228
16099.585,0.366867,-0.485489,0.326736
16129.13,0.356705,-0.746872,0.386749
16158.671,0.143173,-1.058945,0.408386
16188.222,0.35907,-1.139633,0.391693
16217.768,0.451675,-1.257629,0.516541
16247.313,0.28064,-1.200577,0.530258
16276.858,0.24971,-0.803802,0.511353
16306.4,0.198853,-0.717834,0.478973
16335.926,0.182388,-0.610001,0.392899
16365.486,0.428909,-0.569397,0.369736
16395.029,0.356293,-0.462433,0.383942
16424.569,0.298508,-0.294586,0.228928
16454.052,-0.130539,-0.595093,0.11203
16483.596,0.198807,-0.703629,0.792328
16513.123,-0.131226,-0.960648,0.768021
16542.688,0.173355,-1.379974,0.299744
16572.234,0.257721,-1.680969,-0.257538
16601.778,0.007156,-1.732956,0.02359
16631.324,-0.196381,-1.275269,-0.050385
16660.869,-0.234283,-1.003998,0.008209
16690.415,-0.173996,-0.979507,0.156021
16719.958,-0.093704,-0.924072,0.199921
16749.502,0.003769,-0.964127,0.248718
16779.044,-0.02887,-0.987366,0.28363
16808.586,0.053314,-0.977264,0.291931
16838.128,0.014374,-0.958527,0.271957
16867.668,-0.069077,-0.962784,0.238556
16897.211,-0.088058,-0.989136,0.209137
16926.754,-0.092789,-1.00177,0.162735
16956.298,-0.103516,-0.98941,0.17746
16985.84,-0.148743,-0.996994,0.167938
17015.385,-0.136398,-0.972458,0.192169
17044.929,-0.134842,-0.994217,0.305161
17074.471,0.089676,-1.038345,0.264465
17104.015,0.103012,-0.998718,0.075073
17133.556,-0.352142,-0.931503,0.164352
17163.095,-0.498474,-0.879608,0.259216
17192.637,0.415405,-0.980453,-0.03009
17222.177,0.483353,-1.204529,-0.046448
17251.718,-0.547821,-1.124481,0.023239
17281.257,-0.651093,-1.343979,-0.419067
17310.8,0.026749,-0.795731,0.070526
17340.343,0.135788,-0.805252,0.11734
17369.884,0.162827,-0.97467,0.076935
17399.426,0.080917,-0.867767,0.156052
17428.97,-0.056351,-0.775284,0.163559
17458.513,-0.007339,-0.876434,0.156509
17488.058,0.058197,-0.996475,0.128403
17517.602,0.088303,-0.983917,0.172958
17547.147,-0.054031,-1.01709,0.193634
17576.689,-0.278168,-0.93924,0.173813
17606.234,-0.415146,-0.879166,0.057755
17635.776,-0.141739,-0.894119,-0.108566
17665.318,0.139008,-0.988464,-0.115143
17694.86,0.081787,-1.075317,0.072464
17724.402,0.006912,-1.217346,0.086349
17753.947,-0.139954,-1.149048,-0.042526
17783.492,-0.171158,-1.017197,-0.183533
17813.036,-0.16391,-0.983704,-0.124863
17842.58,-0.169418,-0.997604,-0.090103
17872.124,-0.160919,-0.972092,-0.136429
17901.662,-0.157806,-0.968048,-0.085403
17931.21,-0.136887,-0.973495,-0.074966
17960.75,-0.115036,-0.990509,-0.034058
